game_date,away_team,home_team,start_time,is_complete
2024-03-06,Cleveland Cavaliers,Atlanta Hawks,7:30p,FALSE
2024-03-06,Memphis Grizzlies,Philadelphia 76ers,7:30p,FALSE
2024-03-06,Los Angeles Clippers,Houston Rockets,8:00p,FALSE
2024-03-06,Chicago Bulls,Utah Jazz,9:00p,FALSE
2024-03-06,Milwaukee Bucks,Golden State Warriors,10:00p,FALSE
2024-03-06,Oklahoma City Thunder,Portland Trail Blazers,10:00p,FALSE
2024-03-06,Sacramento Kings,Los Angeles Lakers,10:30p,FALSE
2024-03-07,Brooklyn Nets,Detroit Pistons,7:00p,FALSE
2024-03-07,Minnesota Timberwolves,Indiana Pacers,7:00p,FALSE
2024-03-07,Miami Heat,Dallas Mavericks,7:30p,FALSE
2024-03-07,Toronto Raptors,Phoenix Suns,9:00p,FALSE
2024-03-07,Boston Celtics,Denver Nuggets,10:00p,FALSE
2024-03-07,Chicago Bulls,Golden State Warriors,10:00p,FALSE
2024-03-07,San Antonio Spurs,Sacramento Kings,10:00p,FALSE
2024-03-08,New Orleans Pelicans,Philadelphia 76ers,7:00p,FALSE
2024-03-08,Charlotte Hornets,Washington Wizards,7:00p,FALSE
2024-03-08,Minnesota Timberwolves,Cleveland Cavaliers,7:30p,FALSE
2024-03-08,Atlanta Hawks,Memphis Grizzlies,7:30p,FALSE
2024-03-08,Orlando Magic,New York Knicks,7:30p,FALSE
2024-03-08,Miami Heat,Oklahoma City Thunder,8:00p,FALSE
2024-03-08,Milwaukee Bucks,Los Angeles Lakers,10:00p,FALSE
2024-03-08,Houston Rockets,Portland Trail Blazers,10:00p,FALSE
2024-03-09,Chicago Bulls,Los Angeles Clippers,4:00p,FALSE
2024-03-09,Brooklyn Nets,Charlotte Hornets,7:00p,FALSE
2024-03-09,Dallas Mavericks,Detroit Pistons,7:00p,FALSE
2024-03-09,San Antonio Spurs,Golden State Warriors,8:30p,FALSE
2024-03-09,Boston Celtics,Phoenix Suns,8:30p,FALSE
2024-03-09,Utah Jazz,Denver Nuggets,10:00p,FALSE
2024-03-09,Toronto Raptors,Portland Trail Blazers,10:00p,FALSE
2024-03-10,Milwaukee Bucks,Los Angeles Clippers,3:00p,FALSE
2024-03-10,New Orleans Pelicans,Atlanta Hawks,6:00p,FALSE
2024-03-10,Washington Wizards,Miami Heat,6:00p,FALSE
2024-03-10,Philadelphia 76ers,New York Knicks,6:00p,FALSE
2024-03-10,Indiana Pacers,Orlando Magic,6:00p,FALSE
2024-03-10,Houston Rockets,Sacramento Kings,6:00p,FALSE
2024-03-10,Brooklyn Nets,Cleveland Cavaliers,7:00p,FALSE
2024-03-10,Memphis Grizzlies,Oklahoma City Thunder,7:00p,FALSE
2024-03-10,Minnesota Timberwolves,Los Angeles Lakers,9:30p,FALSE
2024-03-11,Charlotte Hornets,Detroit Pistons,7:00p,FALSE
2024-03-11,Phoenix Suns,Cleveland Cavaliers,7:30p,FALSE
2024-03-11,Dallas Mavericks,Chicago Bulls,8:00p,FALSE
2024-03-11,Golden State Warriors,San Antonio Spurs,8:00p,FALSE
2024-03-11,Toronto Raptors,Denver Nuggets,9:00p,FALSE
2024-03-11,Boston Celtics,Portland Trail Blazers,10:30p,FALSE
2024-03-12,Philadelphia 76ers,New York Knicks,7:30p,FALSE
2024-03-12,Washington Wizards,Memphis Grizzlies,8:00p,FALSE
2024-03-12,Indiana Pacers,Oklahoma City Thunder,8:00p,FALSE
2024-03-12,Houston Rockets,San Antonio Spurs,8:30p,FALSE
2024-03-12,Boston Celtics,Utah Jazz,9:00p,FALSE
2024-03-12,Minnesota Timberwolves,Los Angeles Clippers,10:00p,FALSE
2024-03-12,Milwaukee Bucks,Sacramento Kings,10:00p,FALSE
2024-03-13,Toronto Raptors,Detroit Pistons,7:00p,FALSE
2024-03-13,Brooklyn Nets,Orlando Magic,7:00p,FALSE
2024-03-13,Chicago Bulls,Indiana Pacers,7:30p,FALSE
2024-03-13,Denver Nuggets,Miami Heat,7:30p,FALSE
2024-03-13,Charlotte Hornets,Memphis Grizzlies,8:00p,FALSE
2024-03-13,Cleveland Cavaliers,New Orleans Pelicans,8:00p,FALSE
2024-03-13,Golden State Warriors,Dallas Mavericks,8:30p,FALSE
2024-03-13,Atlanta Hawks,Portland Trail Blazers,10:00p,FALSE
2024-03-13,Los Angeles Lakers,Sacramento Kings,10:00p,FALSE
2024-03-14,Phoenix Suns,Boston Celtics,7:30p,FALSE
2024-03-14,Los Angeles Clippers,Chicago Bulls,8:00p,FALSE
2024-03-14,Washington Wizards,Houston Rockets,8:00p,FALSE
2024-03-14,Philadelphia 76ers,Milwaukee Bucks,8:00p,FALSE
2024-03-14,Dallas Mavericks,Oklahoma City Thunder,10:00p,FALSE
2024-03-14,New York Knicks,Portland Trail Blazers,10:00p,FALSE
2024-03-15,Phoenix Suns,Charlotte Hornets,7:00p,FALSE
2024-03-15,Miami Heat,Detroit Pistons,7:00p,FALSE
2024-03-15,Orlando Magic,Toronto Raptors,7:30p,FALSE
2024-03-15,Los Angeles Clippers,New Orleans Pelicans,8:00p,FALSE
2024-03-15,Denver Nuggets,San Antonio Spurs,8:30p,FALSE
2024-03-15,Atlanta Hawks,Utah Jazz,9:30p,FALSE
2024-03-16,Cleveland Cavaliers,Houston Rockets,5:00p,FALSE
2024-03-16,Brooklyn Nets,Indiana Pacers,7:00p,FALSE
2024-03-16,Portland Trail Blazers,New Orleans Pelicans,7:00p,FALSE
2024-03-16,Charlotte Hornets,Philadelphia 76ers,7:00p,FALSE
2024-03-16,Washington Wizards,Chicago Bulls,8:00p,FALSE
2024-03-16,Oklahoma City Thunder,Memphis Grizzlies,8:00p,FALSE
2024-03-16,Golden State Warriors,Los Angeles Lakers,8:30p,FALSE
2024-03-16,Minnesota Timberwolves,Utah Jazz,9:30p,FALSE
2024-03-16,New York Knicks,Sacramento Kings,10:00p,FALSE
2024-03-17,Phoenix Suns,Milwaukee Bucks,1:00p,FALSE
2024-03-17,Miami Heat,Detroit Pistons,3:00p,FALSE
2024-03-17,Denver Nuggets,Dallas Mavericks,3:30p,FALSE
2024-03-17,Toronto Raptors,Orlando Magic,6:00p,FALSE
2024-03-17,Boston Celtics,Washington Wizards,6:00p,FALSE
2024-03-17,Brooklyn Nets,San Antonio Spurs,7:00p,FALSE
2024-03-17,Atlanta Hawks,Los Angeles Clippers,9:30p,FALSE
2024-03-18,Cleveland Cavaliers,Indiana Pacers,7:00p,FALSE
2024-03-18,Detroit Pistons,Boston Celtics,7:30p,FALSE
2024-03-18,Miami Heat,Philadelphia 76ers,7:30p,FALSE
2024-03-18,Portland Trail Blazers,Chicago Bulls,8:00p,FALSE
2024-03-18,Minnesota Timberwolves,Utah Jazz,9:00p,FALSE
2024-03-18,New York Knicks,Golden State Warriors,10:00p,FALSE
2024-03-18,Memphis Grizzlies,Sacramento Kings,10:00p,FALSE
2024-03-18,Atlanta Hawks,Los Angeles Lakers,10:30p,FALSE
2024-03-19,Charlotte Hornets,Orlando Magic,7:00p,FALSE
2024-03-19,Houston Rockets,Washington Wizards,7:00p,FALSE
2024-03-19,New Orleans Pelicans,Brooklyn Nets,7:30p,FALSE
2024-03-19,Dallas Mavericks,San Antonio Spurs,8:00p,FALSE
2024-03-19,Denver Nuggets,Minnesota Timberwolves,9:00p,FALSE
2024-03-20,Miami Heat,Cleveland Cavaliers,7:00p,FALSE
2024-03-20,Indiana Pacers,Detroit Pistons,7:00p,FALSE
2024-03-20,Milwaukee Bucks,Boston Celtics,7:30p,FALSE
2024-03-20,Sacramento Kings,Toronto Raptors,7:30p,FALSE
2024-03-20,Utah Jazz,Oklahoma City Thunder,8:00p,FALSE
2024-03-20,Memphis Grizzlies,Golden State Warriors,10:00p,FALSE
2024-03-20,Philadelphia 76ers,Phoenix Suns,10:00p,FALSE
2024-03-20,Los Angeles Clippers,Portland Trail Blazers,10:00p,FALSE
2024-03-21,New Orleans Pelicans,Orlando Magic,7:00p,FALSE
2024-03-21,Sacramento Kings,Washington Wizards,7:00p,FALSE
2024-03-21,Chicago Bulls,Houston Rockets,8:00p,FALSE
2024-03-21,Brooklyn Nets,Milwaukee Bucks,8:00p,FALSE
2024-03-21,Utah Jazz,Dallas Mavericks,8:30p,FALSE
2024-03-21,New York Knicks,Denver Nuggets,9:00p,FALSE
2024-03-21,Atlanta Hawks,Phoenix Suns,10:30p,FALSE
2024-03-22,Boston Celtics,Detroit Pistons,7:00p,FALSE
2024-03-22,Oklahoma City Thunder,Toronto Raptors,7:00p,FALSE
2024-03-22,New Orleans Pelicans,Miami Heat,8:00p,FALSE
2024-03-22,Cleveland Cavaliers,Minnesota Timberwolves,8:00p,FALSE
2024-03-22,Memphis Grizzlies,San Antonio Spurs,8:00p,FALSE
2024-03-22,Indiana Pacers,Golden State Warriors,10:00p,FALSE
2024-03-22,Los Angeles Clippers,Portland Trail Blazers,10:00p,FALSE
2024-03-22,Philadelphia 76ers,Los Angeles Lakers,10:30p,FALSE
2024-03-23,Brooklyn Nets,New York Knicks,1:00p,FALSE
2024-03-23,Sacramento Kings,Orlando Magic,7:00p,FALSE
2024-03-23,Charlotte Hornets,Atlanta Hawks,7:30p,FALSE
2024-03-23,Boston Celtics,Chicago Bulls,8:00p,FALSE
2024-03-23,Utah Jazz,Houston Rockets,8:00p,FALSE
2024-03-23,Phoenix Suns,San Antonio Spurs,8:00p,FALSE
2024-03-23,Toronto Raptors,Washington Wizards,8:00p,FALSE
2024-03-23,Denver Nuggets,Portland Trail Blazers,10:00p,FALSE
2024-03-24,New Orleans Pelicans,Detroit Pistons,3:00p,FALSE
2024-03-24,Philadelphia 76ers,Los Angeles Clippers,3:30p,FALSE
2024-03-24,Cleveland Cavaliers,Miami Heat,6:00p,FALSE
2024-03-24,Oklahoma City Thunder,Milwaukee Bucks,7:00p,FALSE
2024-03-24,Golden State Warriors,Minnesota Timberwolves,7:00p,FALSE
2024-03-24,Indiana Pacers,Los Angeles Lakers,10:00p,FALSE
2024-03-25,Charlotte Hornets,Cleveland Cavaliers,7:00p,FALSE
2024-03-25,Boston Celtics,Atlanta Hawks,7:30p,FALSE
2024-03-25,Detroit Pistons,New York Knicks,7:30p,FALSE
2024-03-25,Brooklyn Nets,Toronto Raptors,7:30p,FALSE
2024-03-25,Washington Wizards,Chicago Bulls,8:00p,FALSE
2024-03-25,Portland Trail Blazers,Houston Rockets,8:00p,FALSE
2024-03-25,Phoenix Suns,San Antonio Spurs,8:00p,FALSE
2024-03-25,Memphis Grizzlies,Denver Nuggets,9:00p,FALSE
2024-03-25,Dallas Mavericks,Utah Jazz,9:00p,FALSE
2024-03-25,Philadelphia 76ers,Sacramento Kings,10:00p,FALSE
2024-03-25,Indiana Pacers,Los Angeles Clippers,10:30p,FALSE
2024-03-26,Golden State Warriors,Miami Heat,7:30p,FALSE
2024-03-26,Los Angeles Lakers,Milwaukee Bucks,7:30p,FALSE
2024-03-26,Oklahoma City Thunder,New Orleans Pelicans,8:00p,FALSE
2024-03-26,Dallas Mavericks,Sacramento Kings,10:00p,FALSE
2024-03-27,Cleveland Cavaliers,Charlotte Hornets,7:00p,FALSE
2024-03-27,Golden State Warriors,Orlando Magic,7:00p,FALSE
2024-03-27,Brooklyn Nets,Washington Wizards,7:00p,FALSE
2024-03-27,Portland Trail Blazers,Atlanta Hawks,7:30p,FALSE
2024-03-27,Los Angeles Clippers,Philadelphia 76ers,7:30p,FALSE
2024-03-27,New York Knicks,Toronto Raptors,7:30p,FALSE
2024-03-27,Indiana Pacers,Chicago Bulls,8:00p,FALSE
2024-03-27,Los Angeles Lakers,Memphis Grizzlies,8:00p,FALSE
2024-03-27,Detroit Pistons,Minnesota Timberwolves,8:00p,FALSE
2024-03-27,Houston Rockets,Oklahoma City Thunder,8:00p,FALSE
2024-03-27,San Antonio Spurs,Utah Jazz,9:00p,FALSE
2024-03-27,Phoenix Suns,Denver Nuggets,10:00p,FALSE
2024-03-28,Boston Celtics,Atlanta Hawks,7:30p,FALSE
2024-03-28,Milwaukee Bucks,New Orleans Pelicans,8:00p,FALSE
2024-03-29,Golden State Warriors,Charlotte Hornets,7:00p,FALSE
2024-03-29,Los Angeles Lakers,Indiana Pacers,7:00p,FALSE
2024-03-29,Los Angeles Clippers,Orlando Magic,7:00p,FALSE
2024-03-29,Detroit Pistons,Washington Wizards,7:00p,FALSE
2024-03-29,Chicago Bulls,Brooklyn Nets,7:30p,FALSE
2024-03-29,Philadelphia 76ers,Cleveland Cavaliers,7:30p,FALSE
2024-03-29,Portland Trail Blazers,Miami Heat,8:00p,FALSE
2024-03-29,Phoenix Suns,Oklahoma City Thunder,8:00p,FALSE
2024-03-29,New York Knicks,San Antonio Spurs,8:00p,FALSE
2024-03-29,Minnesota Timberwolves,Denver Nuggets,9:00p,FALSE
2024-03-29,Houston Rockets,Utah Jazz,9:30p,FALSE
2024-03-29,Dallas Mavericks,Sacramento Kings,10:00p,FALSE
2024-03-30,Boston Celtics,New Orleans Pelicans,5:00p,FALSE
2024-03-30,Memphis Grizzlies,Orlando Magic,7:00p,FALSE
2024-03-30,Milwaukee Bucks,Atlanta Hawks,7:30p,FALSE
2024-03-31,Cleveland Cavaliers,Denver Nuggets,3:30p,FALSE
2024-03-31,Los Angeles Lakers,Brooklyn Nets,6:00p,FALSE
2024-03-31,Los Angeles Clippers,Charlotte Hornets,6:00p,FALSE
2024-03-31,Philadelphia 76ers,Toronto Raptors,6:00p,FALSE
2024-03-31,Miami Heat,Washington Wizards,6:00p,FALSE
2024-03-31,Dallas Mavericks,Houston Rockets,7:00p,FALSE
2024-03-31,Chicago Bulls,Minnesota Timberwolves,7:00p,FALSE
2024-03-31,Oklahoma City Thunder,New York Knicks,7:00p,FALSE
2024-03-31,Golden State Warriors,San Antonio Spurs,7:00p,FALSE
2024-03-31,Utah Jazz,Sacramento Kings,9:00p,FALSE
2024-04-01,Boston Celtics,Charlotte Hornets,7:00p,FALSE
2024-04-01,Memphis Grizzlies,Detroit Pistons,7:00p,FALSE
2024-04-01,Brooklyn Nets,Indiana Pacers,7:00p,FALSE
2024-04-01,Portland Trail Blazers,Orlando Magic,7:00p,FALSE
2024-04-01,Atlanta Hawks,Chicago Bulls,8:00p,FALSE
2024-04-01,Phoenix Suns,New Orleans Pelicans,8:00p,FALSE
2024-04-02,Oklahoma City Thunder,Philadelphia 76ers,7:00p,FALSE
2024-04-02,Los Angeles Lakers,Toronto Raptors,7:00p,FALSE
2024-04-02,Milwaukee Bucks,Washington Wizards,7:00p,FALSE
2024-04-02,Golden State Warriors,Dallas Mavericks,7:30p,FALSE
2024-04-02,New York Knicks,Miami Heat,7:30p,FALSE
2024-04-02,Houston Rockets,Minnesota Timberwolves,8:00p,FALSE
2024-04-02,San Antonio Spurs,Denver Nuggets,9:00p,FALSE
2024-04-02,Cleveland Cavaliers,Utah Jazz,9:00p,FALSE
2024-04-02,Los Angeles Clippers,Sacramento Kings,10:00p,FALSE
2024-04-03,Portland Trail Blazers,Charlotte Hornets,7:00p,FALSE
2024-04-03,Los Angeles Lakers,Washington Wizards,7:00p,FALSE
2024-04-03,Detroit Pistons,Atlanta Hawks,7:30p,FALSE
2024-04-03,Oklahoma City Thunder,Boston Celtics,7:30p,FALSE
2024-04-03,Indiana Pacers,Brooklyn Nets,7:30p,FALSE
2024-04-03,Memphis Grizzlies,Milwaukee Bucks,7:30p,FALSE
2024-04-03,Toronto Raptors,Minnesota Timberwolves,8:00p,FALSE
2024-04-03,Orlando Magic,New Orleans Pelicans,8:00p,FALSE
2024-04-03,Cleveland Cavaliers,Phoenix Suns,10:00p,FALSE
2024-04-04,Philadelphia 76ers,Miami Heat,7:30p,FALSE
2024-04-04,Sacramento Kings,New York Knicks,7:30p,FALSE
2024-04-04,Golden State Warriors,Houston Rockets,8:00p,FALSE
2024-04-04,Denver Nuggets,Los Angeles Clippers,10:00p,FALSE
2024-04-05,Orlando Magic,Charlotte Hornets,7:00p,FALSE
2024-04-05,Oklahoma City Thunder,Indiana Pacers,7:00p,FALSE
2024-04-05,Portland Trail Blazers,Washington Wizards,7:00p,FALSE
2024-04-05,Sacramento Kings,Boston Celtics,7:30p,FALSE
2024-04-05,New York Knicks,Chicago Bulls,8:00p,FALSE
2024-04-05,Miami Heat,Houston Rockets,8:00p,FALSE
2024-04-05,Detroit Pistons,Memphis Grizzlies,8:00p,FALSE
2024-04-05,Toronto Raptors,Milwaukee Bucks,8:00p,FALSE
2024-04-05,San Antonio Spurs,New Orleans Pelicans,8:00p,FALSE
2024-04-05,Atlanta Hawks,Dallas Mavericks,8:30p,FALSE
2024-04-05,Minnesota Timberwolves,Phoenix Suns,10:00p,FALSE
2024-04-05,Utah Jazz,Los Angeles Clippers,10:30p,FALSE
2024-04-06,Cleveland Cavaliers,Los Angeles Lakers,3:30p,FALSE
2024-04-06,Detroit Pistons,Brooklyn Nets,7:00p,FALSE
2024-04-06,Philadelphia 76ers,Memphis Grizzlies,8:00p,FALSE
2024-04-06,Atlanta Hawks,Denver Nuggets,9:00p,FALSE
2024-04-07,Houston Rockets,Dallas Mavericks,3:30p,FALSE
2024-04-07,Cleveland Cavaliers,Los Angeles Clippers,3:30p,FALSE
2024-04-07,Miami Heat,Indiana Pacers,5:00p,FALSE
2024-04-07,Portland Trail Blazers,Boston Celtics,6:00p,FALSE
2024-04-07,Oklahoma City Thunder,Charlotte Hornets,6:00p,FALSE
2024-04-07,Chicago Bulls,Orlando Magic,6:00p,FALSE
2024-04-07,New Orleans Pelicans,Phoenix Suns,6:00p,FALSE
2024-04-07,Washington Wizards,Toronto Raptors,6:00p,FALSE
2024-04-07,New York Knicks,Milwaukee Bucks,7:00p,FALSE
2024-04-07,Philadelphia 76ers,San Antonio Spurs,7:00p,FALSE
2024-04-07,Sacramento Kings,Brooklyn Nets,7:30p,FALSE
2024-04-07,Utah Jazz,Golden State Warriors,8:30p,FALSE
2024-04-07,Minnesota Timberwolves,Los Angeles Lakers,10:00p,FALSE
2024-04-09,Dallas Mavericks,Charlotte Hornets,7:00p,FALSE
2024-04-09,Detroit Pistons,Philadelphia 76ers,7:00p,FALSE
2024-04-09,Indiana Pacers,Toronto Raptors,7:00p,FALSE
2024-04-09,Miami Heat,Atlanta Hawks,7:30p,FALSE
2024-04-09,Boston Celtics,Milwaukee Bucks,7:30p,FALSE
2024-04-09,New York Knicks,Chicago Bulls,8:00p,FALSE
2024-04-09,Orlando Magic,Houston Rockets,8:00p,FALSE
2024-04-09,San Antonio Spurs,Memphis Grizzlies,8:00p,FALSE
2024-04-09,Washington Wizards,Minnesota Timberwolves,8:00p,FALSE
2024-04-09,Sacramento Kings,Oklahoma City Thunder,8:00p,FALSE
2024-04-09,Denver Nuggets,Utah Jazz,9:00p,FALSE
2024-04-09,Golden State Warriors,Los Angeles Lakers,10:00p,FALSE
2024-04-09,Los Angeles Clippers,Phoenix Suns,10:00p,FALSE
2024-04-09,New Orleans Pelicans,Portland Trail Blazers,10:00p,FALSE
2024-04-10,Memphis Grizzlies,Cleveland Cavaliers,7:00p,FALSE
2024-04-10,Charlotte Hornets,Atlanta Hawks,7:30p,FALSE
2024-04-10,Toronto Raptors,Brooklyn Nets,7:30p,FALSE
2024-04-10,Dallas Mavericks,Miami Heat,7:30p,FALSE
2024-04-10,Orlando Magic,Milwaukee Bucks,8:00p,FALSE
2024-04-10,San Antonio Spurs,Oklahoma City Thunder,8:00p,FALSE
2024-04-10,Minnesota Timberwolves,Denver Nuggets,10:00p,FALSE
2024-04-10,Phoenix Suns,Los Angeles Clippers,10:30p,FALSE
2024-04-11,Chicago Bulls,Detroit Pistons,7:00p,FALSE
2024-04-11,New York Knicks,Boston Celtics,7:30p,FALSE
2024-04-11,Houston Rockets,Utah Jazz,9:00p,FALSE
2024-04-11,Golden State Warriors,Portland Trail Blazers,10:00p,FALSE
2024-04-11,New Orleans Pelicans,Sacramento Kings,10:00p,FALSE
2024-04-12,Orlando Magic,Philadelphia 76ers,7:00p,FALSE
2024-04-12,Chicago Bulls,Washington Wizards,7:00p,FALSE
2024-04-12,Charlotte Hornets,Boston Celtics,7:30p,FALSE
2024-04-12,Indiana Pacers,Cleveland Cavaliers,7:30p,FALSE
2024-04-12,Brooklyn Nets,New York Knicks,7:30p,FALSE
2024-04-12,Los Angeles Lakers,Memphis Grizzlies,8:00p,FALSE
2024-04-12,Toronto Raptors,Miami Heat,8:00p,FALSE
2024-04-12,Atlanta Hawks,Minnesota Timberwolves,8:00p,FALSE
2024-04-12,Milwaukee Bucks,Oklahoma City Thunder,8:00p,FALSE
2024-04-12,Denver Nuggets,San Antonio Spurs,8:00p,FALSE
2024-04-12,Detroit Pistons,Dallas Mavericks,8:30p,FALSE
2024-04-12,New Orleans Pelicans,Golden State Warriors,10:00p,FALSE
2024-04-12,Houston Rockets,Portland Trail Blazers,10:00p,FALSE
2024-04-12,Utah Jazz,Los Angeles Clippers,10:30p,FALSE
2024-04-12,Phoenix Suns,Sacramento Kings,10:30p,FALSE
2024-04-14,Washington Wizards,Boston Celtics,1:00p,FALSE
2024-04-14,Charlotte Hornets,Cleveland Cavaliers,1:00p,FALSE
2024-04-14,Atlanta Hawks,Indiana Pacers,1:00p,FALSE
2024-04-14,Toronto Raptors,Miami Heat,1:00p,FALSE
2024-04-14,Chicago Bulls,New York Knicks,1:00p,FALSE
2024-04-14,Milwaukee Bucks,Orlando Magic,1:00p,FALSE
2024-04-14,Brooklyn Nets,Philadelphia 76ers,1:00p,FALSE
2024-04-14,Utah Jazz,Golden State Warriors,3:30p,FALSE
2024-04-14,Houston Rockets,Los Angeles Clippers,3:30p,FALSE
2024-04-14,Denver Nuggets,Memphis Grizzlies,3:30p,FALSE
2024-04-14,Phoenix Suns,Minnesota Timberwolves,3:30p,FALSE
2024-04-14,Los Angeles Lakers,New Orleans Pelicans,3:30p,FALSE
2024-04-14,Dallas Mavericks,Oklahoma City Thunder,3:30p,FALSE
2024-04-14,Portland Trail Blazers,Sacramento Kings,3:30p,FALSE
2024-04-14,Detroit Pistons,San Antonio Spurs,3:30p,FALSE
