team,player,wage,choice,season,conference,outcome,correct,points
Toronto Raptors,Phil,10,OVER,2024-25,,UNDER,False,-10
Toronto Raptors,Ryan,6,UNDER,2024-25,,UNDER,True,6
Washington Wizards,Adonis,15,UNDER,2024-25,,UNDER,True,15
Washington Wizards,Andy,12,UNDER,2024-25,,UNDER,True,12
Washington Wizards,Chester,6,UNDER,2024-25,,UNDER,True,6
Washington Wizards,Jake,14,UNDER,2024-25,,UNDER,True,14
Washington Wizards,Mary,6,UNDER,2024-25,,UNDER,True,6
Washington Wizards,Mike,13,UNDER,2024-25,,UNDER,True,13
Washington Wizards,Phil,7,OVER,2024-25,,UNDER,False,-7
Washington Wizards,Ryan,7,UNDER,2024-25,,UNDER,True,7
Dallas Mavericks,Adonis,6,OVER,2024-25,,UNDER,False,-6
Dallas Mavericks,Andy,9,OVER,2024-25,,UNDER,False,-9
Dallas Mavericks,Chester,13,OVER,2024-25,,UNDER,False,-13
Dallas Mavericks,Jake,10,UNDER,2024-25,,UNDER,True,10
Dallas Mavericks,Mary,13,OVER,2024-25,,UNDER,False,-13
Dallas Mavericks,Mike,8,OVER,2024-25,,UNDER,False,-8
Dallas Mavericks,Phil,8,OVER,2024-25,,UNDER,False,-8
Dallas Mavericks,Ryan,14,OVER,2024-25,,UNDER,False,-14
Denver Nuggets,Adonis,7,UNDER,2024-25,,UNDER,True,7
Denver Nuggets,Andy,14,OVER,2024-25,,UNDER,False,-14
Denver Nuggets,Chester,7,OVER,2024-25,,UNDER,False,-7
Denver Nuggets,Jake,10,UNDER,2024-25,,UNDER,True,10
Denver Nuggets,Mary,12,OVER,2024-25,,UNDER,False,-12
Denver Nuggets,Mike,14,UNDER,2024-25,,UNDER,True,14
Denver Nuggets,Phil,6,UNDER,2024-25,,UNDER,True,6
Denver Nuggets,Ryan,15,UNDER,2024-25,,UNDER,True,15
Golden State Warriors,Adonis,12,UNDER,2024-25,,OVER,False,-12
Golden State Warriors,Andy,7,OVER,2024-25,,OVER,True,7
Golden State Warriors,Chester,10,OVER,2024-25,,OVER,True,10
Golden State Warriors,Jake,8,OVER,2024-25,,OVER,True,8
Golden State Warriors,Mary,9,UNDER,2024-25,,OVER,False,-9
Golden State Warriors,Mike,10,UNDER,2024-25,,OVER,False,-10
Golden State Warriors,Phil,12,OVER,2024-25,,OVER,True,12
Golden State Warriors,Ryan,10,OVER,2024-25,,OVER,True,10
Houston Rockets,Adonis,14,UNDER,2024-25,,OVER,False,-14
Houston Rockets,Andy,10,UNDER,2024-25,,OVER,False,-10
Houston Rockets,Chester,13,OVER,2024-25,,OVER,True,13
Houston Rockets,Jake,12,OVER,2024-25,,OVER,True,12
Houston Rockets,Mary,15,OVER,2024-25,,OVER,True,15
Houston Rockets,Mike,10,UNDER,2024-25,,OVER,False,-10
Houston Rockets,Phil,9,OVER,2024-25,,OVER,True,9
Houston Rockets,Ryan,7,UNDER,2024-25,,OVER,False,-7
Los Angeles Clippers,Adonis,12,UNDER,2024-25,,OVER,False,-12
Los Angeles Clippers,Andy,12,OVER,2024-25,,OVER,True,12
Los Angeles Clippers,Chester,10,UNDER,2024-25,,OVER,False,-10
Los Angeles Clippers,Jake,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Clippers,Mary,7,UNDER,2024-25,,OVER,False,-7
Los Angeles Clippers,Mike,12,UNDER,2024-25,,OVER,False,-12
Los Angeles Clippers,Phil,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Clippers,Ryan,9,UNDER,2024-25,,OVER,False,-9
Los Angeles Lakers,Adonis,7,OVER,2024-25,,OVER,True,7
Los Angeles Lakers,Andy,9,UNDER,2024-25,,OVER,False,-9
Los Angeles Lakers,Chester,12,OVER,2024-25,,OVER,True,12
Los Angeles Lakers,Jake,13,UNDER,2024-25,,OVER,False,-13
Los Angeles Lakers,Mary,14,UNDER,2024-25,,OVER,False,-14
Los Angeles Lakers,Mike,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Lakers,Phil,15,UNDER,2024-25,,OVER,False,-15
Los Angeles Lakers,Ryan,12,OVER,2024-25,,OVER,True,12
Memphis Grizzlies,Adonis,9,UNDER,2024-25,,OVER,False,-9
Memphis Grizzlies,Andy,7,OVER,2024-25,,OVER,True,7
Memphis Grizzlies,Chester,11,UNDER,2024-25,,OVER,False,-11
Memphis Grizzlies,Jake,13,OVER,2024-25,,OVER,True,13
Memphis Grizzlies,Mary,10,OVER,2024-25,,OVER,True,10
Memphis Grizzlies,Mike,7,OVER,2024-25,,OVER,True,7
Memphis Grizzlies,Phil,9,UNDER,2024-25,,OVER,False,-9
Memphis Grizzlies,Ryan,11,OVER,2024-25,,OVER,True,11
Minnesota Timberwolves,Adonis,6,UNDER,2024-25,,UNDER,True,6
Minnesota Timberwolves,Andy,13,UNDER,2024-25,,UNDER,True,13
Minnesota Timberwolves,Chester,12,UNDER,2024-25,,UNDER,True,12
Minnesota Timberwolves,Jake,8,UNDER,2024-25,,UNDER,True,8
Minnesota Timberwolves,Mary,6,OVER,2024-25,,UNDER,False,-6
Minnesota Timberwolves,Mike,8,UNDER,2024-25,,UNDER,True,8
Minnesota Timberwolves,Phil,9,OVER,2024-25,,UNDER,False,-9
Minnesota Timberwolves,Ryan,14,UNDER,2024-25,,UNDER,True,14
New Orleans Pelicans,Adonis,11,UNDER,2024-25,,UNDER,True,11
New Orleans Pelicans,Andy,8,UNDER,2024-25,,UNDER,True,8
New Orleans Pelicans,Chester,9,UNDER,2024-25,,UNDER,True,9
New Orleans Pelicans,Jake,8,OVER,2024-25,,UNDER,False,-8
New Orleans Pelicans,Mary,8,UNDER,2024-25,,UNDER,True,8
New Orleans Pelicans,Mike,11,UNDER,2024-25,,UNDER,True,11
New Orleans Pelicans,Phil,12,OVER,2024-25,,UNDER,False,-12
New Orleans Pelicans,Ryan,11,UNDER,2024-25,,UNDER,True,11
Oklahoma City Thunder,Adonis,14,OVER,2024-25,,OVER,True,14
Oklahoma City Thunder,Andy,14,UNDER,2024-25,,OVER,False,-14
Oklahoma City Thunder,Chester,8,UNDER,2024-25,,OVER,False,-8
Oklahoma City Thunder,Jake,10,OVER,2024-25,,OVER,True,10
Oklahoma City Thunder,Mary,15,OVER,2024-25,,OVER,True,15
Oklahoma City Thunder,Mike,8,OVER,2024-25,,OVER,True,8
Oklahoma City Thunder,Phil,14,OVER,2024-25,,OVER,True,14
Oklahoma City Thunder,Ryan,15,OVER,2024-25,,OVER,True,15
Phoenix Suns,Adonis,13,OVER,2024-25,,UNDER,False,-13
Phoenix Suns,Andy,8,UNDER,2024-25,,UNDER,True,8
Phoenix Suns,Chester,13,UNDER,2024-25,,UNDER,True,13
Phoenix Suns,Jake,11,OVER,2024-25,,UNDER,False,-11
Phoenix Suns,Mary,11,OVER,2024-25,,UNDER,False,-11
Phoenix Suns,Mike,14,OVER,2024-25,,UNDER,False,-14
Phoenix Suns,Phil,11,UNDER,2024-25,,UNDER,True,11
Phoenix Suns,Ryan,13,OVER,2024-25,,UNDER,False,-13
Portland Trail Blazers,Adonis,13,UNDER,2024-25,,OVER,False,-13
Portland Trail Blazers,Andy,10,OVER,2024-25,,OVER,True,10
Portland Trail Blazers,Chester,7,OVER,2024-25,,OVER,True,7
Portland Trail Blazers,Jake,6,OVER,2024-25,,OVER,True,6
Portland Trail Blazers,Mary,14,UNDER,2024-25,,OVER,False,-14
Portland Trail Blazers,Mike,10,UNDER,2024-25,,OVER,False,-10
Portland Trail Blazers,Phil,13,UNDER,2024-25,,OVER,False,-13
Portland Trail Blazers,Ryan,10,UNDER,2024-25,,OVER,False,-10
Sacramento Kings,Adonis,9,OVER,2024-25,,UNDER,False,-9
Sacramento Kings,Andy,9,OVER,2024-25,,UNDER,False,-9
Sacramento Kings,Chester,15,UNDER,2024-25,,UNDER,True,15
Sacramento Kings,Jake,7,OVER,2024-25,,UNDER,False,-7
Sacramento Kings,Mary,9,OVER,2024-25,,UNDER,False,-9
Sacramento Kings,Mike,9,OVER,2024-25,,UNDER,False,-9
Sacramento Kings,Phil,7,UNDER,2024-25,,UNDER,True,7
Sacramento Kings,Ryan,10,UNDER,2024-25,,UNDER,True,10
San Antonio Spurs,Adonis,8,UNDER,2024-25,,UNDER,True,8
San Antonio Spurs,Andy,15,OVER,2024-25,,UNDER,False,-15
San Antonio Spurs,Chester,15,OVER,2024-25,,UNDER,False,-15
San Antonio Spurs,Jake,13,OVER,2024-25,,UNDER,False,-13
San Antonio Spurs,Mary,10,OVER,2024-25,,UNDER,False,-10
San Antonio Spurs,Mike,9,OVER,2024-25,,UNDER,False,-9
San Antonio Spurs,Phil,14,UNDER,2024-25,,UNDER,True,14
San Antonio Spurs,Ryan,6,OVER,2024-25,,UNDER,False,-6
Utah Jazz,Adonis,11,UNDER,2024-25,,UNDER,True,11
Utah Jazz,Andy,12,UNDER,2024-25,,UNDER,True,12
Utah Jazz,Chester,9,OVER,2024-25,,UNDER,False,-9
Utah Jazz,Jake,11,OVER,2024-25,,UNDER,False,-11
Utah Jazz,Mary,11,OVER,2024-25,,UNDER,False,-11
Utah Jazz,Mike,6,UNDER,2024-25,,UNDER,True,6
Utah Jazz,Phil,13,UNDER,2024-25,,UNDER,True,13
Utah Jazz,Ryan,9,OVER,2024-25,,UNDER,False,-9
Atlanta Hawks,Adonis,14,UNDER,2025-26,,UNDER,True,14
Atlanta Hawks,Andy,10,OVER,2025-26,,UNDER,False,-10
Atlanta Hawks,Chester,15,OVER,2025-26,,UNDER,False,-15
Atlanta Hawks,Jake,10,UNDER,2025-26,,UNDER,True,10
Atlanta Hawks,Mary,10,OVER,2025-26,,UNDER,False,-10
Atlanta Hawks,Mike,14,OVER,2025-26,,UNDER,False,-14
Atlanta Hawks,Phil,14,OVER,2025-26,,UNDER,False,-14
Atlanta Hawks,Ryan,6,UNDER,2025-26,,UNDER,True,6
Boston Celtics,Adonis,14,UNDER,2025-26,,OVER,False,-14
Boston Celtics,Andy,9,OVER,2025-26,,OVER,True,9
Boston Celtics,Chester,7,OVER,2025-26,,OVER,True,7
Boston Celtics,Jake,10,OVER,2025-26,,OVER,True,10
Boston Celtics,Mary,6,OVER,2025-26,,OVER,True,6
Boston Celtics,Mike,7,OVER,2025-26,,OVER,True,7
Boston Celtics,Phil,11,OVER,2025-26,,OVER,True,11
Boston Celtics,Ryan,12,OVER,2025-26,,OVER,True,12
Brooklyn Nets,Adonis,8,UNDER,2025-26,,UNDER,True,8
Brooklyn Nets,Andy,12,OVER,2025-26,,UNDER,False,-12
Brooklyn Nets,Chester,8,OVER,2025-26,,UNDER,False,-8
Brooklyn Nets,Jake,8,OVER,2025-26,,UNDER,False,-8
Brooklyn Nets,Mary,6,OVER,2025-26,,UNDER,False,-6
Brooklyn Nets,Mike,10,UNDER,2025-26,,UNDER,True,10
Brooklyn Nets,Phil,9,UNDER,2025-26,,UNDER,True,9
Brooklyn Nets,Ryan,7,OVER,2025-26,,UNDER,False,-7
Charlotte Hornets,Adonis,13,UNDER,2025-26,,OVER,False,-13
Charlotte Hornets,Andy,14,UNDER,2025-26,,OVER,False,-14
Charlotte Hornets,Chester,11,UNDER,2025-26,,OVER,False,-11
Charlotte Hornets,Jake,9,OVER,2025-26,,OVER,True,9
Charlotte Hornets,Mary,13,UNDER,2025-26,,OVER,False,-13
Charlotte Hornets,Mike,8,OVER,2025-26,,OVER,True,8
Charlotte Hornets,Phil,6,UNDER,2025-26,,OVER,False,-6
Charlotte Hornets,Ryan,6,UNDER,2025-26,,OVER,False,-6
Chicago Bulls,Adonis,8,OVER,2025-26,,UNDER,False,-8
Chicago Bulls,Andy,9,UNDER,2025-26,,UNDER,True,9
Chicago Bulls,Chester,13,OVER,2025-26,,UNDER,False,-13
Chicago Bulls,Jake,14,OVER,2025-26,,UNDER,False,-14
Chicago Bulls,Mary,10,OVER,2025-26,,UNDER,False,-10
Chicago Bulls,Mike,12,OVER,2025-26,,UNDER,False,-12
Chicago Bulls,Phil,10,OVER,2025-26,,UNDER,False,-10
Chicago Bulls,Ryan,11,UNDER,2025-26,,UNDER,True,11
Cleveland Cavaliers,Adonis,12,OVER,2025-26,,UNDER,False,-12
Cleveland Cavaliers,Andy,15,OVER,2025-26,,UNDER,False,-15
Cleveland Cavaliers,Chester,14,UNDER,2025-26,,UNDER,True,14
Cleveland Cavaliers,Jake,15,OVER,2025-26,,UNDER,False,-15
Cleveland Cavaliers,Mary,15,OVER,2025-26,,UNDER,False,-15
Cleveland Cavaliers,Mike,15,OVER,2025-26,,UNDER,False,-15
Cleveland Cavaliers,Phil,11,OVER,2025-26,,UNDER,False,-11
Cleveland Cavaliers,Ryan,7,UNDER,2025-26,,UNDER,True,7
Dallas Mavericks,Adonis,6,OVER,2025-26,,UNDER,False,-6
Dallas Mavericks,Andy,9,UNDER,2025-26,,UNDER,True,9
Dallas Mavericks,Chester,6,UNDER,2025-26,,UNDER,True,6
Dallas Mavericks,Jake,6,OVER,2025-26,,UNDER,False,-6
Dallas Mavericks,Mary,7,UNDER,2025-26,,UNDER,True,7
Dallas Mavericks,Mike,6,OVER,2025-26,,UNDER,False,-6
Dallas Mavericks,Phil,8,UNDER,2025-26,,UNDER,True,8
Dallas Mavericks,Ryan,15,OVER,2025-26,,UNDER,False,-15
Denver Nuggets,Adonis,7,OVER,2025-26,,UNDER,False,-7
Denver Nuggets,Andy,14,OVER,2025-26,,UNDER,False,-14
Denver Nuggets,Chester,13,OVER,2025-26,,UNDER,False,-13
Denver Nuggets,Jake,6,OVER,2025-26,,UNDER,False,-6
Denver Nuggets,Mary,15,OVER,2025-26,,UNDER,False,-15
Denver Nuggets,Mike,13,OVER,2025-26,,UNDER,False,-13
Denver Nuggets,Phil,15,OVER,2025-26,,UNDER,False,-15
Denver Nuggets,Ryan,15,OVER,2025-26,,UNDER,False,-15
Detroit Pistons,Adonis,10,OVER,2025-26,,OVER,True,10
Detroit Pistons,Andy,13,OVER,2025-26,,OVER,True,13
Detroit Pistons,Chester,10,OVER,2025-26,,OVER,True,10
Detroit Pistons,Jake,12,OVER,2025-26,,OVER,True,12
Detroit Pistons,Mary,13,OVER,2025-26,,OVER,True,13
Detroit Pistons,Mike,9,UNDER,2025-26,,OVER,False,-9
Detroit Pistons,Phil,6,UNDER,2025-26,,OVER,False,-6
Detroit Pistons,Ryan,14,UNDER,2025-26,,OVER,False,-14
Golden State Warriors,Adonis,13,OVER,2025-26,,UNDER,False,-13
Golden State Warriors,Andy,8,UNDER,2025-26,,UNDER,True,8
Golden State Warriors,Chester,13,OVER,2025-26,,UNDER,False,-13
Golden State Warriors,Jake,7,UNDER,2025-26,,UNDER,True,7
Golden State Warriors,Mary,7,OVER,2025-26,,UNDER,False,-7
Golden State Warriors,Mike,11,OVER,2025-26,,UNDER,False,-11
Golden State Warriors,Phil,14,OVER,2025-26,,UNDER,False,-14
Golden State Warriors,Ryan,11,UNDER,2025-26,,UNDER,True,11
Houston Rockets,Adonis,11,UNDER,2025-26,,UNDER,True,11
Houston Rockets,Andy,14,UNDER,2025-26,,UNDER,True,14
Houston Rockets,Chester,14,OVER,2025-26,,UNDER,False,-14
Houston Rockets,Jake,6,OVER,2025-26,,UNDER,False,-6
Houston Rockets,Mary,14,OVER,2025-26,,UNDER,False,-14
Houston Rockets,Mike,13,UNDER,2025-26,,UNDER,True,13
Houston Rockets,Phil,10,OVER,2025-26,,UNDER,False,-10
Houston Rockets,Ryan,7,OVER,2025-26,,UNDER,False,-7
Indiana Pacers,Adonis,9,UNDER,2025-26,,UNDER,True,9
Indiana Pacers,Andy,8,OVER,2025-26,,UNDER,False,-8
Indiana Pacers,Chester,8,UNDER,2025-26,,UNDER,True,8
Indiana Pacers,Jake,9,UNDER,2025-26,,UNDER,True,9
Indiana Pacers,Mary,7,OVER,2025-26,,UNDER,False,-7
Indiana Pacers,Mike,7,UNDER,2025-26,,UNDER,True,7
Indiana Pacers,Phil,12,OVER,2025-26,,UNDER,False,-12
Indiana Pacers,Ryan,8,UNDER,2025-26,,UNDER,True,8
Los Angeles Clippers,Adonis,6,OVER,2025-26,,UNDER,False,-6
Los Angeles Clippers,Andy,8,UNDER,2025-26,,UNDER,True,8
Los Angeles Clippers,Chester,11,UNDER,2025-26,,UNDER,True,11
Los Angeles Clippers,Jake,7,UNDER,2025-26,,UNDER,True,7
Los Angeles Clippers,Mary,10,UNDER,2025-26,,UNDER,True,10
Los Angeles Clippers,Mike,12,OVER,2025-26,,UNDER,False,-12
Los Angeles Clippers,Phil,7,UNDER,2025-26,,UNDER,True,7
Los Angeles Clippers,Ryan,8,UNDER,2025-26,,UNDER,True,8
Los Angeles Lakers,Adonis,11,UNDER,2025-26,,OVER,False,-11
Los Angeles Lakers,Andy,12,UNDER,2025-26,,OVER,False,-12
Los Angeles Lakers,Chester,12,OVER,2025-26,,OVER,True,12
Los Angeles Lakers,Jake,7,UNDER,2025-26,,OVER,False,-7
Los Angeles Lakers,Mary,11,OVER,2025-26,,OVER,True,11
Los Angeles Lakers,Mike,12,UNDER,2025-26,,OVER,False,-12
Los Angeles Lakers,Phil,9,UNDER,2025-26,,OVER,False,-9
Los Angeles Lakers,Ryan,6,UNDER,2025-26,,OVER,False,-6
Memphis Grizzlies,Adonis,6,OVER,2025-26,,UNDER,False,-6
Memphis Grizzlies,Andy,7,OVER,2025-26,,UNDER,False,-7
Memphis Grizzlies,Chester,9,OVER,2025-26,,UNDER,False,-9
Memphis Grizzlies,Jake,12,OVER,2025-26,,UNDER,False,-12
Memphis Grizzlies,Mary,9,OVER,2025-26,,UNDER,False,-9
Memphis Grizzlies,Mike,6,UNDER,2025-26,,UNDER,True,6
Memphis Grizzlies,Phil,8,OVER,2025-26,,UNDER,False,-8
Memphis Grizzlies,Ryan,13,OVER,2025-26,,UNDER,False,-13
Miami Heat,Adonis,15,UNDER,2025-26,,OVER,False,-15
Miami Heat,Andy,7,OVER,2025-26,,OVER,True,7
Miami Heat,Chester,10,UNDER,2025-26,,OVER,False,-10
Miami Heat,Jake,12,OVER,2025-26,,OVER,True,12
Miami Heat,Mary,11,OVER,2025-26,,OVER,True,11
Miami Heat,Mike,8,OVER,2025-26,,OVER,True,8
Miami Heat,Phil,9,OVER,2025-26,,OVER,True,9
Miami Heat,Ryan,8,OVER,2025-26,,OVER,True,8
Milwaukee Bucks,Adonis,8,OVER,2025-26,,UNDER,False,-8
Milwaukee Bucks,Andy,13,OVER,2025-26,,UNDER,False,-13
Milwaukee Bucks,Chester,9,UNDER,2025-26,,UNDER,True,9
Milwaukee Bucks,Jake,15,OVER,2025-26,,UNDER,False,-15
Milwaukee Bucks,Mary,9,OVER,2025-26,,UNDER,False,-9
Milwaukee Bucks,Mike,15,OVER,2025-26,,UNDER,False,-15
Milwaukee Bucks,Phil,8,OVER,2025-26,,UNDER,False,-8
Milwaukee Bucks,Ryan,14,OVER,2025-26,,UNDER,False,-14
Minnesota Timberwolves,Adonis,13,UNDER,2025-26,,UNDER,True,13
Minnesota Timberwolves,Andy,7,OVER,2025-26,,UNDER,False,-7
Minnesota Timberwolves,Chester,7,UNDER,2025-26,,UNDER,True,7
Minnesota Timberwolves,Jake,14,OVER,2025-26,,UNDER,False,-14
Minnesota Timberwolves,Mary,11,OVER,2025-26,,UNDER,False,-11
Minnesota Timberwolves,Mike,13,OVER,2025-26,,UNDER,False,-13
Minnesota Timberwolves,Phil,13,UNDER,2025-26,,UNDER,True,13
Minnesota Timberwolves,Ryan,14,OVER,2025-26,,UNDER,False,-14
New Orleans Pelicans,Adonis,10,OVER,2025-26,,UNDER,False,-10
New Orleans Pelicans,Andy,6,UNDER,2025-26,,UNDER,True,6
New Orleans Pelicans,Chester,12,OVER,2025-26,,UNDER,False,-12
New Orleans Pelicans,Jake,10,OVER,2025-26,,UNDER,False,-10
New Orleans Pelicans,Mary,14,UNDER,2025-26,,UNDER,True,14
New Orleans Pelicans,Mike,11,OVER,2025-26,,UNDER,False,-11
New Orleans Pelicans,Phil,12,UNDER,2025-26,,UNDER,True,12
New Orleans Pelicans,Ryan,9,UNDER,2025-26,,UNDER,True,9
New York Knicks,Adonis,12,OVER,2025-26,,UNDER,False,-12
New York Knicks,Andy,6,UNDER,2025-26,,UNDER,True,6
New York Knicks,Chester,9,UNDER,2025-26,,UNDER,True,9
New York Knicks,Jake,13,UNDER,2025-26,,UNDER,True,13
New York Knicks,Mary,9,OVER,2025-26,,UNDER,False,-9
New York Knicks,Mike,14,OVER,2025-26,,UNDER,False,-14
New York Knicks,Phil,7,UNDER,2025-26,,UNDER,True,7
New York Knicks,Ryan,15,OVER,2025-26,,UNDER,False,-15
Oklahoma City Thunder,Adonis,9,OVER,2025-26,,OVER,True,9
Oklahoma City Thunder,Andy,15,UNDER,2025-26,,OVER,False,-15
Oklahoma City Thunder,Chester,14,UNDER,2025-26,,OVER,False,-14
Oklahoma City Thunder,Jake,15,UNDER,2025-26,,OVER,False,-15
Oklahoma City Thunder,Mary,15,OVER,2025-26,,OVER,True,15
Oklahoma City Thunder,Mike,15,OVER,2025-26,,OVER,True,15
Oklahoma City Thunder,Phil,15,OVER,2025-26,,OVER,True,15
Oklahoma City Thunder,Ryan,9,UNDER,2025-26,,OVER,False,-9
Orlando Magic,Adonis,9,UNDER,2025-26,,UNDER,True,9
Orlando Magic,Andy,10,OVER,2025-26,,UNDER,False,-10
Orlando Magic,Chester,15,OVER,2025-26,,UNDER,False,-15
Orlando Magic,Jake,14,UNDER,2025-26,,UNDER,True,14
Orlando Magic,Mary,12,OVER,2025-26,,UNDER,False,-12
Orlando Magic,Mike,10,UNDER,2025-26,,UNDER,True,10
Orlando Magic,Phil,13,OVER,2025-26,,UNDER,False,-13
Orlando Magic,Ryan,9,OVER,2025-26,,UNDER,False,-9
Philadelphia 76ers,Adonis,15,OVER,2025-26,,OVER,True,15
Philadelphia 76ers,Andy,11,UNDER,2025-26,,OVER,False,-11
Philadelphia 76ers,Chester,10,UNDER,2025-26,,OVER,False,-10
Philadelphia 76ers,Jake,11,UNDER,2025-26,,OVER,False,-11
Philadelphia 76ers,Mary,12,UNDER,2025-26,,OVER,False,-12
Philadelphia 76ers,Mike,7,UNDER,2025-26,,OVER,False,-7
Philadelphia 76ers,Phil,14,UNDER,2025-26,,OVER,False,-14
Philadelphia 76ers,Ryan,13,OVER,2025-26,,OVER,True,13
Phoenix Suns,Adonis,12,OVER,2025-26,,OVER,True,12
Phoenix Suns,Andy,10,UNDER,2025-26,,OVER,False,-10
Phoenix Suns,Chester,12,UNDER,2025-26,,OVER,False,-12
Phoenix Suns,Jake,13,OVER,2025-26,,OVER,True,13
Phoenix Suns,Mary,6,UNDER,2025-26,,OVER,False,-6
Phoenix Suns,Mike,8,UNDER,2025-26,,OVER,False,-8
Phoenix Suns,Phil,15,UNDER,2025-26,,OVER,False,-15
Phoenix Suns,Ryan,13,UNDER,2025-26,,OVER,False,-13
Portland Trail Blazers,Adonis,15,UNDER,2025-26,,OVER,False,-15
Portland Trail Blazers,Andy,11,UNDER,2025-26,,OVER,False,-11
Portland Trail Blazers,Chester,8,OVER,2025-26,,OVER,True,8
Portland Trail Blazers,Jake,11,UNDER,2025-26,,OVER,False,-11
Portland Trail Blazers,Mary,13,UNDER,2025-26,,OVER,False,-13
Portland Trail Blazers,Mike,10,UNDER,2025-26,,OVER,False,-10
Portland Trail Blazers,Phil,12,OVER,2025-26,,OVER,True,12
Portland Trail Blazers,Ryan,10,UNDER,2025-26,,OVER,False,-10
Sacramento Kings,Adonis,11,OVER,2025-26,,UNDER,False,-11
Sacramento Kings,Andy,12,UNDER,2025-26,,UNDER,True,12
Sacramento Kings,Chester,6,UNDER,2025-26,,UNDER,True,6
Sacramento Kings,Jake,11,OVER,2025-26,,UNDER,False,-11
Sacramento Kings,Mary,8,OVER,2025-26,,UNDER,False,-8
Sacramento Kings,Mike,11,UNDER,2025-26,,UNDER,True,11
Sacramento Kings,Phil,11,UNDER,2025-26,,UNDER,True,11
Sacramento Kings,Ryan,10,OVER,2025-26,,UNDER,False,-10
San Antonio Spurs,Adonis,10,OVER,2025-26,,OVER,True,10
San Antonio Spurs,Andy,15,OVER,2025-26,,OVER,True,15
San Antonio Spurs,Chester,15,OVER,2025-26,,OVER,True,15
San Antonio Spurs,Jake,13,OVER,2025-26,,OVER,True,13
San Antonio Spurs,Mary,8,OVER,2025-26,,OVER,True,8
San Antonio Spurs,Mike,6,OVER,2025-26,,OVER,True,6
San Antonio Spurs,Phil,6,UNDER,2025-26,,OVER,False,-6
San Antonio Spurs,Ryan,12,OVER,2025-26,,OVER,True,12
Toronto Raptors,Adonis,14,UNDER,2025-26,,OVER,False,-14
Toronto Raptors,Andy,6,UNDER,2025-26,,OVER,False,-6
Toronto Raptors,Chester,11,UNDER,2025-26,,OVER,False,-11
Toronto Raptors,Jake,9,UNDER,2025-26,,OVER,False,-9
Toronto Raptors,Mary,8,UNDER,2025-26,,OVER,False,-8
Toronto Raptors,Mike,14,OVER,2025-26,,OVER,True,14
Toronto Raptors,Phil,13,UNDER,2025-26,,OVER,False,-13
Toronto Raptors,Ryan,10,UNDER,2025-26,,OVER,False,-10
Utah Jazz,Adonis,7,OVER,2025-26,,OVER,True,7
Utah Jazz,Andy,13,OVER,2025-26,,OVER,True,13
Utah Jazz,Chester,7,OVER,2025-26,,OVER,True,7
Utah Jazz,Jake,8,OVER,2025-26,,OVER,True,8
Utah Jazz,Mary,12,UNDER,2025-26,,OVER,False,-12
Utah Jazz,Mike,9,UNDER,2025-26,,OVER,False,-9
Utah Jazz,Phil,7,OVER,2025-26,,OVER,True,7
Utah Jazz,Ryan,11,OVER,2025-26,,OVER,True,11
Washington Wizards,Adonis,7,UNDER,2025-26,,UNDER,True,7
Washington Wizards,Andy,11,OVER,2025-26,,UNDER,False,-11
Washington Wizards,Chester,6,OVER,2025-26,,UNDER,False,-6
Washington Wizards,Jake,8,OVER,2025-26,,UNDER,False,-8
Washington Wizards,Mary,14,UNDER,2025-26,,UNDER,True,14
Washington Wizards,Mike,9,UNDER,2025-26,,UNDER,True,9
Washington Wizards,Phil,10,UNDER,2025-26,,UNDER,True,10
Washington Wizards,Ryan,12,UNDER,2025-26,,UNDER,True,12
